customer_id,first_name,last_name,email,contact_number,adress_id,state,country,order_id,order_date,product_id,product_name,product_price,varaint_id,variant_name,price,start_date,end_date
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,93.85399571,01-01-2022,10-03-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,63.15366832,01-01-2022,01-04-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,90.41575605,09-09-2022,03-11-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,90.41575605,28-06-2022,08-09-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,90.41575605,01-01-2022,27-06-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,43.23987656,14-05-2022,24-10-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,43.23987656,01-01-2022,13-05-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,47.00946197,01-04-2023,02-07-2023
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,47.00946197,02-10-2022,31-03-2023
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,47.00946197,19-02-2022,05-07-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,78.38665397,30-10-2022,30-03-2023
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,78.38665397,02-06-2022,03-09-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,27.99303287,16-11-2022,14-04-2023
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,39.83127344,23-05-2022,20-09-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,39.83127344,01-01-2022,26-02-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,62.05008234,23-03-2022,25-05-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,62.05008234,01-01-2022,22-03-2022
7,Leslie,Wright,grahamnicole@example.org,4119903201,45646,Tennessee,Mali,80,29-05-2022 17:06,18,discover,33,30,teacher,17.57253353,07-02-2022,30-03-2022
